,added_at,artist_ids,artists,id,name,release_date
894,2019-05-09T06:13:05Z,"3MKCzCnpzw3TjUYs2v7vDA, 6HclTVD03WSY6GUpN16BkP, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Claudio Abbado, Chicago Symphony Orchestra",70uE4nBTHt1C67VX9F3c0L,"The Nutcracker Suite, Op. 71a (Ballet Suite): II. Danses Caracteristiques c) Danse Russe Trepak. Molto vivace",1992-04-30
895,2019-05-09T06:13:05Z,"3MKCzCnpzw3TjUYs2v7vDA, 6HclTVD03WSY6GUpN16BkP, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Claudio Abbado, Chicago Symphony Orchestra",4BqeQVdMGsRv6RDd3JpLMw,"The Nutcracker Suite, Op. 71a (Ballet Suite): II. Danses Caracteristiques d) Danse Arabe - Allegretto",1992-04-30
896,2019-05-09T06:13:05Z,"3MKCzCnpzw3TjUYs2v7vDA, 6HclTVD03WSY6GUpN16BkP, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Claudio Abbado, Chicago Symphony Orchestra",0cfQjRAzkDPcblxCEvlSGd,"The Nutcracker Suite, Op. 71a (Ballet Suite): II. Danses Caracteristiques e) Danse Chinoise - Allegro moderato",1992-04-30
897,2019-05-09T06:13:05Z,"3MKCzCnpzw3TjUYs2v7vDA, 6HclTVD03WSY6GUpN16BkP, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Claudio Abbado, Chicago Symphony Orchestra",4OKgKNdHeeyhkAdz4ls9Pf,"The Nutcracker Suite, Op. 71a (Ballet Suite): II. Danses Caracteristiques f) Danse des Mirlitons - Moderato assai",1992-04-30
898,2019-05-09T06:13:05Z,"3MKCzCnpzw3TjUYs2v7vDA, 6HclTVD03WSY6GUpN16BkP, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Claudio Abbado, Chicago Symphony Orchestra",0MQMd9bBp2VVuVWnwxTYzL,"The Nutcracker Suite, Op. 71a (Ballet Suite): III. Valse des Fleurs - Tempo di valse",1992-04-30
899,2019-05-09T06:07:45Z,"3MKCzCnpzw3TjUYs2v7vDA, 4GQwgdcDQwqtcHICjUNndp, 6uRJnvQ3f8whVnmeoecv5Z","Pyotr Ilyich Tchaikovsky, Sir Simon Rattle, Berliner Philharmoniker",7o5DCsdl4eIqusst2pVoKX,"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 12 Divertissement - Tea - Chinese Dance",2010-10-11
900,2019-05-09T06:06:33Z,"3MKCzCnpzw3TjUYs2v7vDA, 4GQwgdcDQwqtcHICjUNndp, 6uRJnvQ3f8whVnmeoecv5Z","Pyotr Ilyich Tchaikovsky, Sir Simon Rattle, Berliner Philharmoniker",06am46cX3Z6YlSsg0TyVHA,"Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March",2010-10-11
901,2019-05-09T06:06:21Z,"3MKCzCnpzw3TjUYs2v7vDA, 4GQwgdcDQwqtcHICjUNndp, 6uRJnvQ3f8whVnmeoecv5Z","Pyotr Ilyich Tchaikovsky, Sir Simon Rattle, Berliner Philharmoniker",11WQasJcGWgh3mvR1UiBcm,"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture",2010-10-11
902,2019-05-09T06:05:18Z,"3MKCzCnpzw3TjUYs2v7vDA, 2LmyJyCF5V1eQyvHgJNbTn, 3gacryguGmpmCvgPGt2CBI","Pyotr Ilyich Tchaikovsky, Leonard Bernstein, New York Philharmonic",1FuFANDn6cK54zLxB1F4mC,"Hamlet Fantasy Overture, Op. 67, TH 53",1958
903,2019-05-09T06:04:47Z,"3MKCzCnpzw3TjUYs2v7vDA, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Pyotr Ilyich Tchaikovsky, San Francisco Symphony, Michael Tilson Thomas",2wWNmMMOswemaPGC5GboPO,"Tchaikovsky: Symphony No. 6 in B Minor, Op. 74, ""Pathetique"": I. Adagio - Allegro non troppo",2018-06-29
904,2019-05-09T06:04:47Z,"3MKCzCnpzw3TjUYs2v7vDA, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Pyotr Ilyich Tchaikovsky, San Francisco Symphony, Michael Tilson Thomas",3fpoKN01KWxzLTZpSywWgH,"Tchaikovsky: Symphony No. 6 in B Minor, Op. 74, ""Pathetique"": II. Allegro con grazia",2018-06-29
905,2019-05-09T06:04:47Z,"3MKCzCnpzw3TjUYs2v7vDA, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Pyotr Ilyich Tchaikovsky, San Francisco Symphony, Michael Tilson Thomas",33Rg8I0hZWA8bmW9qpm1tM,"Tchaikovsky: Symphony No. 6 in B Minor, Op. 74, ""Pathetique"": III. Allegro molto vivace",2018-06-29
906,2019-05-09T06:04:47Z,"3MKCzCnpzw3TjUYs2v7vDA, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Pyotr Ilyich Tchaikovsky, San Francisco Symphony, Michael Tilson Thomas",7cxMnnTbGZwaLMfKVEA9dr,"Tchaikovsky: Symphony No. 6 in B Minor, Op. 74, ""Pathetique"": IV. Finale - Adagio lamentoso - Andante",2018-06-29
907,2019-05-09T05:58:47Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",65s9jpHGmxoCI6WjhMGUcM,Tchaikovsky : Symphony No.4 in F minor Op.36 : I Andante sostenuto - Moderato con anima,1997
908,2019-05-09T05:58:47Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",1BxEgSJo08BixLyFeLc96K,Tchaikovsky : Symphony No.4 in F minor Op.36 : II Andantino in modo di canzona,1997
909,2019-05-09T05:58:47Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",16mNzbp8VWK3DRosmtIvb3,Tchaikovsky : Symphony No.4 in F minor Op.36 : III Scherzo - Pizzicato ostinato,1997
910,2019-05-09T05:58:47Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",6SBOQbk3ZmcfOQ8106iOOZ,Tchaikovsky : Symphony No.4 in F minor Op.36 : IV Finale - Allegro con fuoco,1997
911,2019-05-09T05:58:47Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",3Obt56ujpeboh8XQIYbZoh,Tchaikovsky : Romeo and Juliet Overture,1997
912,2019-05-09T05:54:32Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",54E5uLk1yEw1rYa3oELEB5,Tchaikovsky : Symphony No.5 in E minor Op.64 : I Andante - Allegro con anima,1996-01-01
913,2019-05-09T05:54:32Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",6MjG7iydUWghs8xL2ddIva,"Tchaikovsky : Symphony No.5 in E minor Op.64 : II Andante cantabile, con alcuna licenza",1996-01-01
914,2019-05-09T05:54:32Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",3rehuzAP5q44YslutzGat6,Tchaikovsky : Symphony No.5 in E minor Op.64 : III Valse - Allegro moderato,1996-01-01
915,2019-05-09T05:54:32Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",4Cpn9Ftb8RPCfsH7h4qq16,Tchaikovsky : Symphony No.5 in E minor Op.64 : IV Finale - Andante maestoso - Allegro vivace,1996-01-01
916,2019-05-09T05:54:32Z,"3MKCzCnpzw3TjUYs2v7vDA, 78sEozQOEJxzXegUuqRSgH, 6TD08jYeuN128P2MZTbc8E","Pyotr Ilyich Tchaikovsky, Daniel Barenboim, Chicago Symphony Orchestra",6mhQ7eOHaV0ur2ooKTavW1,Tchaikovsky : 1812 Overture Op.49,1996-01-01
917,2019-05-08T22:52:24Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,1SFXDOmnBWypdnYdvpQfRZ,It Is Not Meant To Be,2010
918,2019-05-08T22:42:08Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,5LraK2D6KZTbSxT7npbbU9,"New Person, Same Old Mistakes",2015-07-17
919,2019-05-08T22:33:44Z,"3hv9jJF3adDNsBSIQDqcjp, 2Lt4GKzyW3WOMf3wvPDszQ","Mark Ronson, Kevin Parker",1v0ufp7FLTFcykUGOmFZKa,Daffodils,2015-01-12
920,2019-05-08T22:29:05Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,6GpH4Q5hUKzMvMoO4n5itq,The Moment,2015-07-17
921,2019-05-08T22:26:00Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,4xzkMI12mLkBL2m7JA0OXN,Desire Be Desire Go,2010
922,2019-05-08T22:21:02Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,2oVyKK5NH2oawyrDZJn581,'Cause I'm A Man,2015-07-17
923,2019-05-08T22:17:42Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,2PaJO22O7TccqYMe998wkM,Mind Mischief,2012-01-01
924,2019-05-08T22:07:25Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,04GyFGGvAyItrPfeV0HNj2,Eventually,2015-07-17
925,2019-05-08T22:02:49Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,6HqWcIutC3Bwk6awM1jnGP,Elephant,2012-01-01
926,2019-05-08T22:00:11Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,4wO6jNcx6Fnw3YJbvnQo8X,Solitude Is Bliss,2010
927,2019-05-08T21:50:47Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,2X485T9Z5Ly0xyaghN73ed,Let It Happen,2015-07-17
928,2019-05-06T17:39:41Z,5INjqkS1o8h1imAzPqGZBb,Tame Impala,0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,2012-01-01
929,2019-05-06T15:53:15Z,7IAFAOtc9kTYNTizhLSWM6,Hollow Coves,78zr1MlCMHyqdwTC1LcXRD,Ran Away,2018-04-13
930,2019-05-06T13:36:14Z,4xRYI6VqpkE3UwrDrAZL8L,Logic,25F6MWrnFBCXVnpN4n76EK,Keanu Reeves,2019-01-18
931,2019-05-06T13:31:38Z,"4xRYI6VqpkE3UwrDrAZL8L, 7dGJo4pcD2V6oG8kP0tJRR","Logic, Eminem",0Lw6aQcBFWTQ9m4MSwwwes,Homicide,2019-05-03
932,2019-05-06T13:23:46Z,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,5c2fEICoqVYuTjAGEieB2F,Stranger,2019-05-03
933,2019-05-06T13:19:35Z,"5BvJzeQpmsdsFp4HGUYUEx, 1i374WEVqp1BCoCLmehog9","Vampire Weekend, Danielle Haim",1MkiAWVcbxZ7NzMuAuWqJS,We Belong Together (feat. Danielle Haim),2019-05-03
934,2019-05-06T13:10:46Z,"5BvJzeQpmsdsFp4HGUYUEx, 57vWImR43h4CaDao012Ofp","Vampire Weekend, Steve Lacy",53KFMdxzi8IJDewiql1Qo3,Sunflower (feat. Steve Lacy),2019-05-03
935,2019-05-06T13:06:17Z,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,2G5ZpNvgSOOcBCpLcOfvJy,My Mistake,2019-05-03
936,2019-05-06T00:34:07Z,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,4dRqYKhLVujxiBXcq50YzG,This Life,2019-05-03
937,2019-05-05T20:29:26Z,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,46VD9EYQ2lIZcJUTptvuNF,This Life,2019-04-04
938,2019-05-05T20:29:23Z,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,1595LW73XBxkRk2ciQOHfr,A-Punk,2008-01-29
939,2019-05-05T20:29:20Z,"5BvJzeQpmsdsFp4HGUYUEx, 57vWImR43h4CaDao012Ofp","Vampire Weekend, Steve Lacy",2nBkgxlht8knPvUQN5Tmdk,Sunflower (feat. Steve Lacy),2019-03-06
940,2019-05-05T20:28:39Z,"5BvJzeQpmsdsFp4HGUYUEx, 57vWImR43h4CaDao012Ofp","Vampire Weekend, Steve Lacy",3ujuDsiyBLAXAB6dtNwpGu,Flower Moon (feat. Steve Lacy),2019-05-03
941,2019-05-05T19:23:09Z,0hNjIdUHXWhd0dilzi6c12,Twiddle,09WTQoXMDWiiPXTwOJzoIq,Lost In The Cold,2017-04-28
942,2019-05-05T19:20:32Z,1Cq0LAHFfvUTBEtMPXUidI,O.A.R.,7kp3WZZH5uBIqXqfnmWVU3,Be Easy,2019-03-29
943,2019-05-05T19:15:33Z,1Cq0LAHFfvUTBEtMPXUidI,O.A.R.,6vX0pfXyDgG34SofgP93Hp,OH MY!,2019-03-29
944,2019-05-05T19:11:48Z,1Cq0LAHFfvUTBEtMPXUidI,O.A.R.,78v5ljpPryjGY4r1wndiqa,Knocking at Your Door,2019-03-29
945,2019-05-05T19:11:25Z,1Cq0LAHFfvUTBEtMPXUidI,O.A.R.,17IHogEwGpHjodPv7zUrUB,Free,2019-03-29
946,2019-05-05T19:09:14Z,1Cq0LAHFfvUTBEtMPXUidI,O.A.R.,1SVbYemhVlCGnpxUF3gyLH,California,2019-03-29
947,2019-05-05T03:30:28Z,"5ihY290YPGc3aY2xTyx7Gy, 7J9Fo9dMjGNYY8usNMietL, 3Nfbf48vyOcRJmK5dXoPHg, 7vkBnXHIvNilYcrqt9RJLD","Edvard Grieg, Leif Ove Andsnes, Dmitri Kitayenko, Bergen Philharmonic Orchestra",1ZgYunPKm8I18sO7hq0sGS,"Grieg: Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",2012-11-19
948,2019-05-05T03:19:34Z,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,16qYlQ6koFxYVbiJbGHblz,G.O.M.D.,2014-12-09
949,2019-05-05T03:16:59Z,4LLpKhyESsyAXpc4laK94U,Mac Miller,5bJ1DrEM4hNCafcDd1oxHx,Self Care,2018-08-03
950,2019-05-05T03:08:42Z,5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9,Plain Jane,2017-08-18
951,2019-05-05T02:42:04Z,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,2mDwfVXAn2JRn8TGMIKImh,Big Blue,2019-03-06
952,2019-05-05T02:39:02Z,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,158ryJ8xp3ixTm3rJc1mhv,Unbearably White,2019-04-04
953,2019-05-05T02:33:31Z,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,5kXDF4OmM5COyeo6z97nEk,Harmony Hall,2019-01-24
954,2019-05-01T06:24:40Z,"4xRYI6VqpkE3UwrDrAZL8L, 67nwj3Y5sZQLl72VNUHEYE, 2ei3ToTz5SL3pVp17X0Vkd","Logic, Wale, John Lindahl",4CstQ0SUkl0YkoeZkIZlIx,100 Miles and Running (ft. Wale & John Lindahl),2018-09-28
955,2019-05-01T06:24:17Z,"4xRYI6VqpkE3UwrDrAZL8L, 64KEffDW9EtZ1y2vBYgq8T","Logic, Marshmello",4EAV2cKiqKP5UPZmY6dejk,Everyday,2018-03-09
956,2019-05-01T06:23:10Z,"4xRYI6VqpkE3UwrDrAZL8L, 137W8MRPWKqSmrBGDBFSop","Logic, Wiz Khalifa",0jqBo5RYn008f4ZY8kPewW,Indica Badu,2018-03-09
957,2019-05-01T06:22:14Z,4xRYI6VqpkE3UwrDrAZL8L,Logic,5LME7YULt0enp6UAB8VoDn,Under Pressure,2014-10-21
958,2019-05-01T06:19:12Z,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,4S7YHmlWwfwArgd8LfSPud,L$D,2015-05-26
959,2019-05-01T06:07:52Z,6wKxOKEA3K6R2UZ3COLXEY,Elohim,4hs5IwFJzdDaOEiuZudij1,The Universe Is Yours,2018-04-27
960,2019-05-01T06:06:24Z,6wKxOKEA3K6R2UZ3COLXEY,Elohim,24Yy3FTpcOkcAbpzRKIFjw,Hallucinating,2018-04-27
961,2019-05-01T06:02:50Z,"6wKxOKEA3K6R2UZ3COLXEY, 0vqJkZ0RpLZixt3lTmD8vP","Elohim, Whethan",07CQ0ux2CwbaVN05sfG1zN,Sleepy Eyes,2018-04-27
962,2019-04-30T07:16:35Z,1hCkSJcXREhrodeIHQdav8,Ramin Djawadi,0b7p3kryLGENxN71B35ptm,The Night King,2019-04-28
963,2019-04-30T06:53:58Z,12Chz98pHFMPJEknJQMWvI,Muse,0c4IEciLCDdXEhhKxj4ThA,Madness,2012-09-24
964,2019-04-30T06:52:24Z,0AsThoR4KZSVktALiNcQwW,Chloe x Halle,6tATRoq8sbvKFHzvMncBc3,Down,2018-03-23
965,2019-04-30T06:49:28Z,"0AsThoR4KZSVktALiNcQwW, 2P5sC9cVZDToPxyomzF1UH","Chloe x Halle, Joey Bada$$",1mQI744KrltnCU798zIGEe,Happy Without Me,2018-03-23
966,2019-04-30T06:41:22Z,1cZQSpDsxgKIX2yW5OR9Ot,Lennon Stella,6Bj7YMaUIVSo0UX88op74e,Feelings,2018-11-17
967,2019-04-30T06:34:58Z,1cZQSpDsxgKIX2yW5OR9Ot,Lennon Stella,1ydOxBgLmEMfWffu6t4H5x,Bad,2018-11-17
968,2019-04-30T06:33:36Z,1cZQSpDsxgKIX2yW5OR9Ot,Lennon Stella,2YyvWje3cEYyqgYhNUIaBJ,La Di Da,2018-11-17
969,2019-04-30T06:31:10Z,"6WY7D3jk8zTrHtmkqqo5GI, 22JdJVovP3pV9XkGTih01c","Maren Morris, Game of Thrones",4pYeUDdI0WoiNNOrptcK85,Kingdom of One,2019-04-26
970,2019-04-30T06:31:10Z,"7tYKF4w9nC0nq9CsPZTHyP, 1Xyo4u8uXC1ZmMpatF05PJ, 0Y5tJX1MQlPlqiwlOH1tJY, 22JdJVovP3pV9XkGTih01c","SZA, The Weeknd, Travis Scott, Game of Thrones",4cbdPT6uaBOgOQe3fLMofl,Power is Power (feat. The Weeknd & Travis Scott),2019-04-26
971,2019-04-30T06:31:10Z,"16oZKvXb6WkQlVAjwo2Wbg, 22JdJVovP3pV9XkGTih01c","The Lumineers, Game of Thrones",5oo6NoLXLL2cT2PZSacAnB,Nightshade,2019-04-26
972,2019-04-30T06:31:10Z,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,15baNmdl3WSqSKnT0YDG2v,Hollow Crown,2019-04-26
973,2019-04-30T06:31:10Z,"3NPpFNZtSTHheNBaWC82rB, 0AepkoQhYvkjEzzwIcGxdV","X Ambassadors, Jacob Banks",57cAALfX35bWaURrtJnumR,Baptize Me,2019-04-26
974,2019-04-30T06:31:10Z,"13ubrt8QOOCPljQ2FL1Kca, 2P5sC9cVZDToPxyomzF1UH","A$AP Rocky, Joey Bada$$",0fhoeNTlGRZgNlwfVLauFs,Too Many Gods,2019-04-26
975,2019-04-30T06:31:10Z,2cCUtGK9sDU2EoElnk0GNB,The National,6AAzhv94mLlozzO1oyrUnl,Turn on Me,2019-04-26
976,2019-04-30T06:31:10Z,4IWBUUAFIplrNtaOHcJPRM,James Arthur,6rxziHRkOEcBgKUIzPMzW2,From the Grave,2019-04-26
977,2019-04-30T06:31:10Z,"7ltDVBr6mKbRvohxheJ9h1, 0pkwrPVI8UyXtPkavyJoZ4","ROSALIA, A.CHAL",3GiPW9U9KASQZfHiv6ix0w,Me Traicionaste,2019-04-26
978,2019-04-30T06:31:10Z,"2kCcBybjl3SAtIcwdWpUe3, 7c0XG5cIJTrrAgEC3ULPiq","Lil Peep, Ty Dolla $ign",6lLDL0dGG00wcyo1yQTnUY,When I Lie (Remix) (feat. Ty Dolla $ign),2019-04-26
979,2019-04-30T06:31:10Z,1cZQSpDsxgKIX2yW5OR9Ot,Lennon Stella,0EaF0Hz9RlY9pnSVyjRiLw,Love Can Kill,2019-04-26
980,2019-04-30T06:31:10Z,0AsThoR4KZSVktALiNcQwW,Chloe x Halle,38g9lahtYH0vKHXYvdZjWs,Wolf at Your Door,2019-04-26
981,2019-04-30T06:31:10Z,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,3lr9bcjeb2ROhhu7sogSba,Devil In Your Eye,2019-04-26
982,2019-04-30T06:31:10Z,5M76Uwozk3WE3oYE8TNKoR,Matt Bellamy,5dvJQOOVIeN4kmcGtYQqgG,Pray (High Valyrian),2019-04-26
983,2019-04-27T06:07:39Z,"0YinUQ50QDB7ZxSCLyQ40k, 6oMuImdp5ZcFhWP0ESe6mG","Mustard, Migos",63cd4JkwGgYJrbOizbfmsp,Pure Water (with Migos),2019-01-16
984,2019-04-21T23:11:32Z,5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,7pT6WSg4PCt4mr5ZFyUfsF,If We Have Each Other,2018-11-16
985,2019-04-21T20:10:33Z,3ApUX1o6oSz321MMECyIYd,Quinn XCII,4gHSezW5CHZCvjAUjF2pd5,Another Day in Paradise,2015-04-28
986,2019-04-17T08:39:48Z,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,7fBv7CLKzipRk6EC6TWHOB,The Hills,2015-08-28
987,2019-04-16T06:38:25Z,51Blml2LZPmy7TTiAg47vQ,U2,3MqgRB20fpPXIovSSuK7na,Love Is Blindness,1991-11-18
988,2019-04-13T07:57:10Z,3Gm5F95VdRxW3mqCn8RPBJ,Amine,5GFDrUTLGJix84sNhjCG0g,Caroline,2016-08-26
989,2019-04-13T07:54:32Z,34Y0ldeyUv7jBvukWOGASO,Bobby Shmurda,19gEmPjfqSZT0ulDRfjl0m,Hot N*gga,2014-07-25
990,2019-04-13T07:52:53Z,"4DdkRBBYG6Yk9Ka8tdJ9BW, 0iEtIxbK0KxaSlF7G42ZOp","Offset, Metro Boomin",7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),2017-10-30
991,2019-04-13T07:32:05Z,"246dkjvS1zLTtiykXe5h60, 1URnnhqYAYcrqrcwql10ft","Post Malone, 21 Savage",1OmcAT5Y8eg5bUPv9qJT4R,rockstar,2017-09-15
992,2019-04-13T02:56:55Z,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,7HnkUNPrhRurdGEm9nRYFH,Death & Taxes,2015-11-12
993,2019-04-13T02:56:21Z,"20wkVLutqVOYrc0kxFs7rA, 1U1el3k54VvEUzo3ybLPlM","Daniel Caesar, Kali Uchis",7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),2017-08-25
994,2019-04-12T06:12:11Z,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,4SSnFejRGlZikf02HLewEF,bury a friend,2019-03-29
995,2019-04-12T06:11:37Z,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,43zdsphuZLzwA9k4DJhU0I,when the party's over,2019-03-29
996,2019-04-12T06:11:18Z,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,2019-03-29
997,2019-04-12T06:09:32Z,"20sxb77xiYeusSH8cVdatc, 3TVXtAsR1Inumwj472S9r4","Meek Mill, Drake",2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),2018-11-30
998,2019-04-12T05:59:52Z,7tYKF4w9nC0nq9CsPZTHyP,SZA,6gU9OKjOE7ghfEd55oRO57,The Weekend,2017-06-09
999,2019-04-10T07:11:05Z,6LuN9FCkKOj5PcnpouEgny,Khalid,339Y993TrFyWyO438be0RY,Better,2019-04-05
1000,2019-04-10T07:09:40Z,6LuN9FCkKOj5PcnpouEgny,Khalid,2vsuel3g4zaLYSOY0mOMbi,Bad Luck,2019-04-05
1001,2019-04-06T20:22:19Z,"2YZyLoL8N0Wb9xBt1NhZWg, 28ExwzUQsvgJooOI0X1mr3","Kendrick Lamar, Jay Rock",2HbKqm4o0w5wEeEFXm2sD4,Money Trees,2012
1002,2019-04-06T16:48:05Z,"28ExwzUQsvgJooOI0X1mr3, 2YZyLoL8N0Wb9xBt1NhZWg","Jay Rock, Kendrick Lamar",0gV5B7zmJkS1aaH9APokrH,Wow Freestyle (feat. Kendrick Lamar),2018-06-15
1003,2019-04-06T16:43:43Z,"28ExwzUQsvgJooOI0X1mr3, 2YZyLoL8N0Wb9xBt1NhZWg, 1RyvyyTE3xzB2ZywiAwp0i, 53KwLdlmrlCelAZMaLVZqU","Jay Rock, Kendrick Lamar, Future, James Blake",51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12
1004,2019-04-04T20:52:34Z,"20wkVLutqVOYrc0kxFs7rA, 65dGLGjkw3UbddUg2GKQoZ, 5dtbsNKCK6Q9yZzdhZpaqW","Daniel Caesar, BADBADNOTGOOD, Sean Leon",5bPZPEsUACrQXER6FcMs7F,Paradise (feat. Badbadnotgood & Sean Leon),2015-11-12
1005,2019-04-04T20:52:12Z,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,1TPLsNVlofwX1txcE9gZZF,We Find Love,2017-08-25
1006,2019-04-04T20:51:56Z,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,6GMblDhPDP420uc77vmqTc,Won't Live Here,2016-03-28
1007,2019-04-04T20:51:44Z,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,1Mza2sr6tPhy6jjI3HB9fW,Hold Me Down,2017-08-25
1008,2019-04-04T20:51:20Z,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,0KyzXQhY2yzcb1FYCHkZc2,Blessed,2017-08-25
1009,2019-04-04T20:50:33Z,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,7fOwfp4u4UD9REy0SOXIGO,Little Rowboat,2015-11-12
1010,2019-04-04T20:50:10Z,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,22jnEneSABg4vRCR1vow7F,Violet,2015-07-01
1011,2019-03-15T17:17:54Z,0xOeVMOz2fVg5BJY3N6akT,Jaden,5uONhK4CTwHMzCzrIeTX6N,Better Things,2018-11-17
1012,2019-03-15T17:13:24Z,0xOeVMOz2fVg5BJY3N6akT,Jaden,3wFnBRnYgpdoBQyXl3NxoH,Plastic,2018-11-17
1013,2019-03-15T17:06:10Z,0xOeVMOz2fVg5BJY3N6akT,Jaden,0gf2y5doKjsYaZJJZif4vz,SOHO,2018-11-17
1014,2019-03-15T16:23:26Z,0hEurMDQu99nJRq8pTxO14,John Mayer,3SktMqZmo3M9zbB7oKMIF7,Gravity,2006-09-11
